Day,Order sumary,,,Totals,,,,,,,,,,,,,,,,,,,,,,
Sunday,Item,Quantity,Total,"$3,278.35",,price,,,,,,,,,,,,,,,,,,,,
,501,20,,,,$6.50,,,,,,,,,,,,,,,,,,,,
,502,12,,,,$5.50,,,,,,,,,,,,,,,,,,,,
,503,18,,,,$4.50,,,,,,,,,,,,,,,,,,,,
,504,37,,,,$2.50,,,,,,,,,,,,,,,,,,,,
,505,39,,,,$5.00,,,,,,,,,,,,,,,,,,,,
,506,49,,,,$32.00,,,,,,,,,,,,,,,,,,,,
,507,9,,,,$0.75,,,,,,,,,,,,,,,,,,,,
,508,43,,,,$4.75,,,,,,,,,,,,,,,,,,,,
,509,38,,,,$5.75,,,,,,,,,,,,,,,,,,,,
,510,30,,,,$3.75,,,,,,,,,,,,,,,,,,,,
,511,39,,,,$4.50,,,,,,,,,,,,,,,,,,,,
,512,27,,,,$3.50,,,,,,,,,,,,,,,,,,,,
,513,41,,,,$0.10,,,,,,,,,,,,,,,,,,,,
,514,25,,,,$1.50,,,,,,,,,,,,,,,,,,,,
,515,40,,,,$2.50,,,,,,,,,,,,,,,,,,,,
,516,5,,,,$5.00,,,,,,,,,,,,,,,,,,,,
,517,17,,,,$1.75,,,,,,,,,,,,,,,,,,,,
,518,30,,,,$1.25,,,,,,,,,,,,,,,,,,,,
,519,50,,,,$2.00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,Item,Quantity,Total,"$6,488.35",,,,,,,,,,,,,,,,,,,,,,
,501,46,,,,,,,,,,,,,,,,,,,,,,,,
,502,78,,,,,,,,,,,,,,,,,,,,,,,,
,503,79,,,,,,,,,,,,,,,,,,,,,,,,
,504,70,,,,,,,,,,,,,,,,,,,,,,,,
,505,44,,,,,,,,,,,,,,,,,,,,,,,,
,506,73,,,,,,,,,,,,,,,,,,,,,,,,
,507,66,,,,,,,,,,,,,,,,,,,,,,,,
,508,90,,,,,,,,,,,,,,,,,,,,,,,,
,509,67,,,,,,,,,,,,,,,,,,,,,,,,
,510,80,,,,,,,,,,,,,,,,,,,,,,,,
,511,80,,,,,,,,,,,,,,,,,,,,,,,,
,512,94,,,,,,,,,,,,,,,,,,,,,,,,
,513,76,,,,,,,,,,,,,,,,,,,,,,,,
,514,72,,,,,,,,,,,,,,,,,,,,,,,,
,515,48,,,,,,,,,,,,,,,,,,,,,,,,
,516,61,,,,,,,,,,,,,,,,,,,,,,,,
,517,57,,,,,,,,,,,,,,,,,,,,,,,,
,518,45,,,,,,,,,,,,,,,,,,,,,,,,
,519,63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,Item,Quantity,Total,"$6,273.45",,,,,,,,,,,,,,,,,,,,,,
,501,61,,,,,,,,,,,,,,,,,,,,,,,,
,502,35,,,,,,,,,,,,,,,,,,,,,,,,
,503,36,,,,,,,,,,,,,,,,,,,,,,,,
,504,71,,,,,,,,,,,,,,,,,,,,,,,,
,505,86,,,,,,,,,,,,,,,,,,,,,,,,
,506,86,,,,,,,,,,,,,,,,,,,,,,,,
,507,30,,,,,,,,,,,,,,,,,,,,,,,,
,508,92,,,,,,,,,,,,,,,,,,,,,,,,
,509,80,,,,,,,,,,,,,,,,,,,,,,,,
,510,30,,,,,,,,,,,,,,,,,,,,,,,,
,511,24,,,,,,,,,,,,,,,,,,,,,,,,
,512,76,,,,,,,,,,,,,,,,,,,,,,,,
,513,62,,,,,,,,,,,,,,,,,,,,,,,,
,514,70,,,,,,,,,,,,,,,,,,,,,,,,
,515,18,,,,,,,,,,,,,,,,,,,,,,,,
,516,70,,,,,,,,,,,,,,,,,,,,,,,,
,517,55,,,,,,,,,,,,,,,,,,,,,,,,
,518,74,,,,,,,,,,,,,,,,,,,,,,,,
,519,31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,Item,Quantity,Total,"$2,398.50",,,,,,,,,,,,,,,,,,,,,,
,501,39,,,,,,,,,,,,,,,,,,,,,,,,
,502,38,,,,,,,,,,,,,,,,,,,,,,,,
,503,24,,,,,,,,,,,,,,,,,,,,,,,,
,504,37,,,,,,,,,,,,,,,,,,,,,,,,
,505,51,,,,,,,,,,,,,,,,,,,,,,,,
,506,12,,,,,,,,,,,,,,,,,,,,,,,,
,507,56,,,,,,,,,,,,,,,,,,,,,,,,
,508,30,,,,,,,,,,,,,,,,,,,,,,,,
,509,7,,,,,,,,,,,,,,,,,,,,,,,,
,510,43,,,,,,,,,,,,,,,,,,,,,,,,
,511,27,,,,,,,,,,,,,,,,,,,,,,,,
,512,42,,,,,,,,,,,,,,,,,,,,,,,,
,513,60,,,,,,,,,,,,,,,,,,,,,,,,
,514,45,,,,,,,,,,,,,,,,,,,,,,,,
,515,35,,,,,,,,,,,,,,,,,,,,,,,,
,516,27,,,,,,,,,,,,,,,,,,,,,,,,
,517,40,,,,,,,,,,,,,,,,,,,,,,,,
,518,16,,,,,,,,,,,,,,,,,,,,,,,,
,519,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,Item,Quantity,Total,"$1,895.55",,,,,,,,,,,,,,,,,,,,,,
,501,7,,,,,,,,,,,,,,,,,,,,,,,,
,502,60,,,,,,,,,,,,,,,,,,,,,,,,
,503,41,,,,,,,,,,,,,,,,,,,,,,,,
,504,20,,,,,,,,,,,,,,,,,,,,,,,,
,505,28,,,,,,,,,,,,,,,,,,,,,,,,
,506,6,,,,,,,,,,,,,,,,,,,,,,,,
,507,31,,,,,,,,,,,,,,,,,,,,,,,,
,508,7,,,,,,,,,,,,,,,,,,,,,,,,
,509,59,,,,,,,,,,,,,,,,,,,,,,,,
,510,6,,,,,,,,,,,,,,,,,,,,,,,,
,511,43,,,,,,,,,,,,,,,,,,,,,,,,
,512,19,,,,,,,,,,,,,,,,,,,,,,,,
,513,48,,,,,,,,,,,,,,,,,,,,,,,,
,514,28,,,,,,,,,,,,,,,,,,,,,,,,
,515,46,,,,,,,,,,,,,,,,,,,,,,,,
,516,6,,,,,,,,,,,,,,,,,,,,,,,,
,517,5,,,,,,,,,,,,,,,,,,,,,,,,
,518,31,,,,,,,,,,,,,,,,,,,,,,,,
,519,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,Item,Quantity,Total,"$2,344.80",,,,,,,,,,,,,,,,,,,,,,
,501,39,,,,,,,,,,,,,,,,,,,,,,,,
,502,18,,,,,,,,,,,,,,,,,,,,,,,,
,503,41,,,,,,,,,,,,,,,,,,,,,,,,
,504,42,,,,,,,,,,,,,,,,,,,,,,,,
,505,22,,,,,,,,,,,,,,,,,,,,,,,,
,506,24,,,,,,,,,,,,,,,,,,,,,,,,
,507,25,,,,,,,,,,,,,,,,,,,,,,,,
,508,40,,,,,,,,,,,,,,,,,,,,,,,,
,509,9,,,,,,,,,,,,,,,,,,,,,,,,
,510,25,,,,,,,,,,,,,,,,,,,,,,,,
,511,26,,,,,,,,,,,,,,,,,,,,,,,,
,512,11,,,,,,,,,,,,,,,,,,,,,,,,
,513,8,,,,,,,,,,,,,,,,,,,,,,,,
,514,32,,,,,,,,,,,,,,,,,,,,,,,,
,515,40,,,,,,,,,,,,,,,,,,,,,,,,
,516,15,,,,,,,,,,,,,,,,,,,,,,,,
,517,3,,,,,,,,,,,,,,,,,,,,,,,,
,518,40,,,,,,,,,,,,,,,,,,,,,,,,
,519,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,Item,Quantity,Total,"$10,472.25",,,,,,,,,,,,,,,,,,,,,,
,501,87,,,,,,,,,,,,,,,,,,,,,,,,
,502,77,,,,,,,,,,,,,,,,,,,,,,,,
,503,48,,,,,,,,,,,,,,,,,,,,,,,,
,504,146,,,,,,,,,,,,,,,,,,,,,,,,
,505,130,,,,,,,,,,,,,,,,,,,,,,,,
,506,172,,,,,,,,,,,,,,,,,,,,,,,,
,507,178,,,,,,,,,,,,,,,,,,,,,,,,
,508,50,,,,,,,,,,,,,,,,,,,,,,,,
,509,131,,,,,,,,,,,,,,,,,,,,,,,,
,510,62,,,,,,,,,,,,,,,,,,,,,,,,
,511,32,,,,,,,,,,,,,,,,,,,,,,,,
,512,33,,,,,,,,,,,,,,,,,,,,,,,,
,513,60,,,,,,,,,,,,,,,,,,,,,,,,
,514,70,,,,,,,,,,,,,,,,,,,,,,,,
,515,85,,,,,,,,,,,,,,,,,,,,,,,,
,516,74,,,,,,,,,,,,,,,,,,,,,,,,
,517,106,,,,,,,,,,,,,,,,,,,,,,,,
,518,116,,,,,,,,,,,,,,,,,,,,,,,,
,519,54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
